recorded_at,device_name,power_kwh,water_m3,gas_m3
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:10,1017,264
2025-04-11 10:35:11,1017,264
2025-04-11 10:35:11,1017,264
2025-04-11 10:35:11,1017,264
2025-04-11 10:35:11,1017,264
2025-04-11 10:35:11,1017,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:11,1018,264
2025-04-11 10:35:12,1018,264
2025-04-11 10:35:12,1018,264
2025-04-11 10:35:12,1018,264
2025-04-11 10:35:12,1018,264
2025-04-11 10:35:12,1018,264
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:12,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:13,1018,266
2025-04-11 10:35:14,1018,266
2025-04-11 10:35:14,1018,266
2025-04-11 10:35:14,1018,266
2025-04-11 10:35:14,1018,266
2025-04-11 10:35:14,1018,266
2025-04-11 10:35:14,1018,266
2025-04-11 10:35:14,1018,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:14,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:15,1017,266
2025-04-11 10:35:16,1017,266
2025-04-11 10:35:16,1017,266
2025-04-11 10:35:16,1017,266
2025-04-11 10:35:16,1017,266
2025-04-11 10:35:16,1017,266
2025-04-11 10:35:16,1017,266
2025-04-11 10:35:16,1017,266
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:16,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:17,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:18,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:19,1017,267
2025-04-11 10:35:20,1017,267
2025-04-11 10:35:20,1017,267
2025-04-11 10:35:20,1017,267
2025-04-11 10:35:20,1017,267
2025-04-11 10:35:20,1017,267
2025-04-11 10:35:20,1017,267
2025-04-11 10:35:20,1017,267
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:20,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:21,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:22,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:23,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:24,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:25,1017,268
2025-04-11 10:35:26,1017,268
2025-04-11 10:35:26,1017,268
2025-04-11 10:35:26,1017,268
2025-04-11 10:35:26,1017,268
2025-04-11 10:35:26,1017,268
2025-04-11 10:35:26,1017,268
2025-04-11 10:35:26,1017,268
2025-04-11 10:35:26,1017,268
2025-04-11 10:35:26,1018,268
2025-04-11 10:35:26,1018,268
2025-04-11 10:35:26,1018,268
2025-04-11 10:35:26,1018,268
2025-04-11 10:35:26,1018,268
2025-04-11 10:35:26,1018,268
2025-04-11 10:35:26,1018,268
2025-04-11 10:35:26,1018,268
2025-04-11 10:35:27,1018,268
2025-04-11 10:35:27,1018,268
2025-04-11 10:35:27,1018,268
2025-04-11 10:35:27,1018,268
2025-04-11 10:35:27,1018,268
2025-04-11 10:35:27,1018,268
2025-04-11 10:35:27,1018,268
2025-04-11 10:35:27,1018,268
2025-04-11 10:35:27,1018,267
2025-04-11 10:35:27,1018,267
2025-04-11 10:35:27,1018,267
2025-04-11 10:35:27,1018,267
2025-04-11 10:35:27,1018,267
2025-04-11 10:35:27,1018,267
2025-04-11 10:35:27,1018,267
2025-04-11 10:35:27,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:28,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1018,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:29,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:30,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:31,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:32,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:33,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:34,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,267
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:35,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:36,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1019,268
2025-04-11 10:35:37,1020,268
2025-04-11 10:35:37,1020,268
2025-04-11 10:35:37,1020,268
2025-04-11 10:35:37,1020,268
2025-04-11 10:35:37,1020,268
2025-04-11 10:35:37,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:38,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,268
2025-04-11 10:35:39,1020,269
2025-04-11 10:35:39,1020,269
2025-04-11 10:35:39,1020,269
2025-04-11 10:35:39,1020,269
2025-04-11 10:35:39,1020,269
2025-04-11 10:35:39,1020,269
2025-04-11 10:35:39,1020,269
2025-04-11 10:35:39,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:40,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:41,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,269
2025-04-11 10:35:42,1020,272
2025-04-11 10:35:42,1020,272
2025-04-11 10:35:42,1020,272
2025-04-11 10:35:42,1020,272
2025-04-11 10:35:42,1020,272
2025-04-11 10:35:42,1020,272
2025-04-11 10:35:42,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:43,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:44,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:45,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,272
2025-04-11 10:35:46,1020,273
2025-04-11 10:35:46,1020,273
2025-04-11 10:35:46,1020,273
2025-04-11 10:35:46,1020,273
2025-04-11 10:35:46,1020,273
2025-04-11 10:35:46,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:47,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:48,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:49,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,273
2025-04-11 10:35:50,1020,275
2025-04-11 10:35:50,1020,275
2025-04-11 10:35:50,1020,275
2025-04-11 10:35:50,1020,275
2025-04-11 10:35:50,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:51,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:52,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:53,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
2025-04-11 10:35:54,1020,275
