2025-04-14 11:46:33, CO2=946, PM2.5=11.3
2025-04-22T10:36:53.722700+00:00 | CO2=865.6 ppm | PM2.5=15.51 μg/m³
2025-04-22T10:37:28.507117+00:00 | CO2=866.6 ppm | PM2.5=16.09 μg/m³
2025-04-22T10:38:02.042597+00:00 | CO2=866.6 ppm | PM2.5=17.23 μg/m³
[2025-04-22 18:38:04.819739] ✅ 資料已更新
2025-04-22T10:38:35.722586+00:00 | CO2=866.6 ppm | PM2.5=16.61 μg/m³
[2025-04-22 18:38:40.199774] ✅ 資料已更新
2025-04-23T01:55:49.580760+00:00 | CO2=802.6 ppm | PM2.5=16.46 μg/m³
2025-04-23T01:56:31.087964+00:00 | CO2=806.6 ppm | PM2.5=13.68 μg/m³
[2025-04-23 09:56:48.853322] ✅ 資料已更新
2025-04-23T01:57:06.639572+00:00 | CO2=801.6 ppm | PM2.5=14.05 μg/m³
[2025-04-23 09:57:21.815506] ✅ 資料已更新
2025-04-23T01:57:41.391581+00:00 | CO2=798.6 ppm | PM2.5=14.23 μg/m³
[2025-04-23 09:57:54.781901] ✅ 資料已更新
2025-04-23T01:58:14.384362+00:00 | CO2=795.6 ppm | PM2.5=13.49 μg/m³
[2025-04-23 09:58:27.905215] ✅ 資料已更新
2025-04-23T01:58:48.031511+00:00 | CO2=793.6 ppm | PM2.5=13.89 μg/m³
[2025-04-23 09:59:01.017611] ✅ 資料已更新
2025-04-23T01:59:25.232224+00:00 | CO2=793.6 ppm | PM2.5=13.74 μg/m³
[2025-04-23 09:59:34.155641] ✅ 資料已更新
2025-04-23T01:59:58.591603+00:00 | CO2=802.6 ppm | PM2.5=12.72 μg/m³
[2025-04-23 10:00:07.325833] ✅ 資料已更新
2025-04-23T02:00:31.841661+00:00 | CO2=807.6 ppm | PM2.5=13.09 μg/m³
[2025-04-23 10:00:40.178068] ✅ 資料已更新
2025-04-23T02:01:07.120601+00:00 | CO2=806.6 ppm | PM2.5=13.77 μg/m³
[2025-04-23 10:01:13.645221] ✅ 資料已更新
2025-04-23T02:01:39.984108+00:00 | CO2=811.6 ppm | PM2.5=13.49 μg/m³
[2025-04-23 10:01:46.592301] ✅ 資料已更新
2025-04-23T02:02:13.135700+00:00 | CO2=822.6 ppm | PM2.5=13.24 μg/m³
[2025-04-23 10:02:21.428587] ✅ 資料已更新
2025-04-23T02:02:46.319361+00:00 | CO2=824.6 ppm | PM2.5=13.04 μg/m³
[2025-04-23 10:02:54.185924] ✅ 資料已更新
2025-04-23T02:03:19.279335+00:00 | CO2=822.6 ppm | PM2.5=13.51 μg/m³
[2025-04-23 10:03:26.962472] ✅ 資料已更新
2025-04-23T02:03:52.111676+00:00 | CO2=821.6 ppm | PM2.5=13.35 μg/m³
[2025-04-23 10:03:59.808924] ✅ 資料已更新
2025-04-23T02:04:25.104076+00:00 | CO2=826.6 ppm | PM2.5=13.69 μg/m³
[2025-04-23 10:04:32.633354] ✅ 資料已更新
2025-04-23T02:04:57.841282+00:00 | CO2=823.6 ppm | PM2.5=13.47 μg/m³
[2025-04-23 10:05:05.454139] ✅ 資料已更新
2025-04-23T02:05:30.687489+00:00 | CO2=819.6 ppm | PM2.5=13.3 μg/m³
[2025-04-23 10:05:38.478963] ✅ 資料已更新
2025-04-23T02:06:03.630677+00:00 | CO2=816.6 ppm | PM2.5=12.91 μg/m³
[2025-04-23 10:06:11.421213] ✅ 資料已更新
2025-04-23T02:06:36.542231+00:00 | CO2=815.6 ppm | PM2.5=12.32 μg/m³
[2025-04-23 10:06:44.149253] ✅ 資料已更新
2025-04-23T02:07:09.726287+00:00 | CO2=815.6 ppm | PM2.5=12.88 μg/m³
[2025-04-23 10:07:19.025602] ✅ 資料已更新
2025-04-23T02:07:42.542835+00:00 | CO2=815.6 ppm | PM2.5=12.61 μg/m³
[2025-04-23 10:07:52.768307] ✅ 資料已更新
2025-04-23T02:08:15.390533+00:00 | CO2=815.6 ppm | PM2.5=12.52 μg/m³
[2025-04-23 10:08:25.598985] ✅ 資料已更新
2025-04-23T02:08:48.735322+00:00 | CO2=816.6 ppm | PM2.5=13.1 μg/m³
[2025-04-23 10:08:59.036652] ✅ 資料已更新
2025-04-23T02:09:21.838417+00:00 | CO2=818.6 ppm | PM2.5=12.58 μg/m³
[2025-04-23 10:09:31.916211] ✅ 資料已更新
2025-04-23T02:09:54.557917+00:00 | CO2=818.6 ppm | PM2.5=13.04 μg/m³
[2025-04-23 10:10:06.518793] ✅ 資料已更新
2025-04-23T02:10:28.287110+00:00 | CO2=819.6 ppm | PM2.5=12.19 μg/m³
[2025-04-23 10:10:39.440279] ✅ 資料已更新
2025-04-23T02:11:01.246867+00:00 | CO2=819.6 ppm | PM2.5=13.39 μg/m³
[2025-04-23 10:11:12.274200] ✅ 資料已更新
2025-04-23T02:11:34.030662+00:00 | CO2=822.6 ppm | PM2.5=12.24 μg/m³
[2025-04-23 10:11:45.132813] ✅ 資料已更新
2025-04-23T02:12:06.798536+00:00 | CO2=824.6 ppm | PM2.5=11.95 μg/m³
[2025-04-23 10:12:17.903354] ✅ 資料已更新
2025-04-23T02:12:39.518574+00:00 | CO2=830.6 ppm | PM2.5=12.48 μg/m³
[2025-04-23 10:12:50.719261] ✅ 資料已更新
2025-04-23T02:13:12.285434+00:00 | CO2=834.6 ppm | PM2.5=13.53 μg/m³
[2025-04-23 10:13:23.532175] ✅ 資料已更新
2025-04-23T02:13:45.517790+00:00 | CO2=842.6 ppm | PM2.5=13.03 μg/m³
[2025-04-23 10:13:56.555248] ✅ 資料已更新
2025-04-23T02:14:18.333493+00:00 | CO2=848.6 ppm | PM2.5=12.39 μg/m³
[2025-04-23 10:14:29.357987] ✅ 資料已更新
2025-04-23T02:14:51.133168+00:00 | CO2=850.6 ppm | PM2.5=12.17 μg/m³
[2025-04-23 10:15:02.263150] ✅ 資料已更新
2025-04-23T02:15:24.205179+00:00 | CO2=854.6 ppm | PM2.5=13.13 μg/m³
[2025-04-23 10:15:35.207844] ✅ 資料已更新
2025-04-23T02:15:57.357840+00:00 | CO2=853.6 ppm | PM2.5=12.73 μg/m³
[2025-04-23 10:16:08.026380] ✅ 資料已更新
2025-04-23T02:16:30.205602+00:00 | CO2=856.6 ppm | PM2.5=12.84 μg/m³
[2025-04-23 10:16:40.854178] ✅ 資料已更新
2025-04-23T02:17:03.037334+00:00 | CO2=854.6 ppm | PM2.5=13.21 μg/m³
[2025-04-23 10:17:13.643936] ✅ 資料已更新
2025-04-23T02:17:35.805536+00:00 | CO2=848.6 ppm | PM2.5=12.52 μg/m³
[2025-04-23 10:17:46.507587] ✅ 資料已更新
2025-04-23T02:18:08.573028+00:00 | CO2=832.6 ppm | PM2.5=12.64 μg/m³
[2025-04-23 10:18:19.264413] ✅ 資料已更新
2025-04-23T02:18:41.404585+00:00 | CO2=833.6 ppm | PM2.5=12.32 μg/m³
[2025-04-23 10:18:52.372271] ✅ 資料已更新
2025-04-23T02:19:14.508536+00:00 | CO2=840.6 ppm | PM2.5=11.9 μg/m³
[2025-04-23 10:19:25.185186] ✅ 資料已更新
2025-04-23T02:19:51.965106+00:00 | CO2=849.6 ppm | PM2.5=12.64 μg/m³
[2025-04-23 10:20:01.030632] ✅ 資料已更新
2025-04-23T02:20:24.861705+00:00 | CO2=858.6 ppm | PM2.5=12.71 μg/m³
[2025-04-23 10:20:34.353719] ✅ 資料已更新
2025-04-23T02:20:57.597314+00:00 | CO2=866.6 ppm | PM2.5=12.46 μg/m³
[2025-04-23 10:21:07.174258] ✅ 資料已更新
2025-04-23T02:21:30.333507+00:00 | CO2=867.6 ppm | PM2.5=12.28 μg/m³
[2025-04-23 10:21:40.209626] ✅ 資料已更新
2025-04-23T02:22:03.212230+00:00 | CO2=864.6 ppm | PM2.5=12.26 μg/m³
[2025-04-23 10:22:13.120440] ✅ 資料已更新
2025-04-23T02:22:36.476654+00:00 | CO2=866.6 ppm | PM2.5=11.84 μg/m³
[2025-04-23 10:22:45.932450] ✅ 資料已更新
2025-04-23T02:23:09.196959+00:00 | CO2=864.6 ppm | PM2.5=12.93 μg/m³
[2025-04-23 10:23:18.782300] ✅ 資料已更新
2025-04-23T02:23:41.947834+00:00 | CO2=869.6 ppm | PM2.5=13.55 μg/m³
[2025-04-23 10:23:51.645470] ✅ 資料已更新
2025-04-23T02:24:15.052137+00:00 | CO2=872.6 ppm | PM2.5=13.19 μg/m³
[2025-04-23 10:24:24.495954] ✅ 資料已更新
2025-04-23T02:24:47.932681+00:00 | CO2=882.6 ppm | PM2.5=12.21 μg/m³
[2025-04-23 10:24:57.284856] ✅ 資料已更新
2025-04-23T02:25:20.699591+00:00 | CO2=889.6 ppm | PM2.5=12.32 μg/m³
[2025-04-23 10:25:30.193405] ✅ 資料已更新
2025-04-23T02:25:54.540154+00:00 | CO2=885.6 ppm | PM2.5=12.29 μg/m³
[2025-04-23 10:26:03.514089] ✅ 資料已更新
2025-04-23T02:26:27.612697+00:00 | CO2=880.6 ppm | PM2.5=13.9 μg/m³
[2025-04-23 10:26:36.542801] ✅ 資料已更新
2025-04-23T02:27:00.523759+00:00 | CO2=879.6 ppm | PM2.5=13.38 μg/m³
[2025-04-23 10:27:09.346501] ✅ 資料已更新
2025-04-23T02:27:34.299740+00:00 | CO2=878.6 ppm | PM2.5=12.05 μg/m³
[2025-04-23 10:27:42.138691] ✅ 資料已更新
2025-04-23T02:28:07.691331+00:00 | CO2=874.6 ppm | PM2.5=12.08 μg/m³
[2025-04-23 10:28:15.042731] ✅ 資料已更新
2025-04-23T02:28:40.685327+00:00 | CO2=873.6 ppm | PM2.5=13.03 μg/m³
[2025-04-23 10:28:48.032539] ✅ 資料已更新
2025-04-23T02:29:13.547032+00:00 | CO2=874.6 ppm | PM2.5=12.5 μg/m³
[2025-04-23 10:29:20.852360] ✅ 資料已更新
2025-04-23T02:29:46.363063+00:00 | CO2=877.6 ppm | PM2.5=12.55 μg/m³
[2025-04-23 10:29:53.811805] ✅ 資料已更新
2025-04-23T02:30:19.130963+00:00 | CO2=880.6 ppm | PM2.5=13.03 μg/m³
[2025-04-23 10:30:26.720628] ✅ 資料已更新
2025-04-23T02:30:54.939747+00:00 | CO2=885.6 ppm | PM2.5=13.7 μg/m³
[2025-04-23 10:30:59.808599] ✅ 資料已更新
2025-04-23T02:31:27.754910+00:00 | CO2=893.6 ppm | PM2.5=13.83 μg/m³
[2025-04-23 10:31:32.752475] ✅ 資料已更新
2025-04-23T02:32:00.619655+00:00 | CO2=912.6 ppm | PM2.5=12.66 μg/m³
[2025-04-23 10:32:05.493507] ✅ 資料已更新
2025-04-23T02:32:33.755718+00:00 | CO2=933.6 ppm | PM2.5=12.92 μg/m³
[2025-04-23 10:32:38.400094] ✅ 資料已更新
2025-04-23T02:33:06.586539+00:00 | CO2=931.6 ppm | PM2.5=13.33 μg/m³
[2025-04-23 10:33:11.196203] ✅ 資料已更新
2025-04-23T02:33:39.515242+00:00 | CO2=931.6 ppm | PM2.5=13.6 μg/m³
[2025-04-23 10:33:43.934015] ✅ 資料已更新
2025-04-23T02:34:12.331183+00:00 | CO2=934.6 ppm | PM2.5=13.08 μg/m³
[2025-04-23 10:34:16.707051] ✅ 資料已更新
2025-04-23T02:34:45.098261+00:00 | CO2=929.6 ppm | PM2.5=13.27 μg/m³
[2025-04-23 10:34:50.330768] ✅ 資料已更新
2025-04-23T02:35:18.874615+00:00 | CO2=919.6 ppm | PM2.5=12.4 μg/m³
[2025-04-23 10:35:23.401275] ✅ 資料已更新
2025-04-23T02:35:51.690198+00:00 | CO2=911.6 ppm | PM2.5=12.86 μg/m³
[2025-04-23 10:35:56.199359] ✅ 資料已更新
2025-04-23T02:36:25.770279+00:00 | CO2=909.6 ppm | PM2.5=12.28 μg/m³
[2025-04-23 10:36:30.840611] ✅ 資料已更新
2025-04-23T02:37:08.058422+00:00 | CO2=905.6 ppm | PM2.5=12.19 μg/m³
[2025-04-23 10:37:08.603481] ✅ 資料已更新
[2025-04-23 10:37:41.937995] ✅ 資料已更新
2025-04-23T07:57:26.673966+00:00 | CO2=1173.6 ppm | PM2.5=13.62 μg/m³
[2025-04-23 15:58:00.171265] ✅ 資料已更新
2025-04-23T07:58:05.274778+00:00 | CO2=1151.6 ppm | PM2.5=12.55 μg/m³
[2025-04-23 15:58:44.880661] ✅ 資料已更新
2025-04-23T07:58:45.701202+00:00 | CO2=1163.6 ppm | PM2.5=13.92 μg/m³
[2025-04-23 15:59:21.249670] ✅ 資料已更新
2025-04-23T07:59:22.309180+00:00 | CO2=1160.6 ppm | PM2.5=14.31 μg/m³
[2025-04-23 15:59:57.741606] ✅ 資料已更新
2025-04-23T07:59:57.765032+00:00 | CO2=1145.6 ppm | PM2.5=13.85 μg/m³
[2025-04-23 16:00:33.083450] ✅ 資料已更新
2025-04-23T08:00:33.045357+00:00 | CO2=1153.6 ppm | PM2.5=13.79 μg/m³
2025-04-23T08:01:08.148922+00:00 | CO2=1164.6 ppm | PM2.5=13.3 μg/m³
[2025-04-23 16:01:08.200916] ✅ 資料已更新
[2025-04-23 16:01:42.291523] ✅ 資料已更新
2025-04-23T08:01:42.372768+00:00 | CO2=1168.6 ppm | PM2.5=14.18 μg/m³
2025-04-23T08:02:17.031543+00:00 | CO2=1167.6 ppm | PM2.5=13.91 μg/m³
[2025-04-23 16:02:18.146389] ✅ 資料已更新
2025-04-23T08:02:56.852914+00:00 | CO2=1155.6 ppm | PM2.5=13.08 μg/m³
[2025-04-23 16:02:57.423346] ✅ 資料已更新
[2025-04-23 16:03:30.615690] ✅ 資料已更新
2025-04-23T08:03:30.644449+00:00 | CO2=1179.6 ppm | PM2.5=13.35 μg/m³
[2025-04-23 16:04:03.782415] ✅ 資料已更新
2025-04-23T08:04:03.828250+00:00 | CO2=1205.6 ppm | PM2.5=14.14 μg/m³
[2025-04-23 16:04:37.067869] ✅ 資料已更新
2025-04-23T08:04:37.092208+00:00 | CO2=1196.6 ppm | PM2.5=13.14 μg/m³
[2025-04-23 16:05:10.075468] ✅ 資料已更新
2025-04-23T08:05:10.068388+00:00 | CO2=1200.6 ppm | PM2.5=13.7 μg/m³
[2025-04-23 16:05:42.403432] ✅ 資料已更新
2025-04-23T08:05:43.108072+00:00 | CO2=1196.6 ppm | PM2.5=13.85 μg/m³
[2025-04-23 16:06:16.010339] ✅ 資料已更新
2025-04-23T08:06:16.420022+00:00 | CO2=1183.6 ppm | PM2.5=13.62 μg/m³
[2025-04-23 16:06:49.609026] ✅ 資料已更新
2025-04-23T08:06:50.516520+00:00 | CO2=1170.6 ppm | PM2.5=13.0 μg/m³
[2025-04-23 16:07:23.053252] ✅ 資料已更新
2025-04-23T08:07:23.860321+00:00 | CO2=1173.6 ppm | PM2.5=13.8 μg/m³
[2025-04-23 16:07:56.117413] ✅ 資料已更新
2025-04-23T08:07:56.819891+00:00 | CO2=1185.6 ppm | PM2.5=13.41 μg/m³
[2025-04-23 16:08:29.735520] ✅ 資料已更新
2025-04-23T08:08:30.163843+00:00 | CO2=1201.6 ppm | PM2.5=13.49 μg/m³
[2025-04-23 16:09:02.782164] ✅ 資料已更新
2025-04-23T08:09:03.043710+00:00 | CO2=1208.6 ppm | PM2.5=12.41 μg/m³
[2025-04-23 16:09:35.987173] ✅ 資料已更新
2025-04-23T08:09:36.003522+00:00 | CO2=1187.6 ppm | PM2.5=13.59 μg/m³
2025-04-23T08:10:09.028893+00:00 | CO2=1161.6 ppm | PM2.5=13.05 μg/m³
[2025-04-23 16:10:09.123169] ✅ 資料已更新
[2025-04-23 16:10:43.672172] ✅ 資料已更新
2025-04-23T08:10:43.683448+00:00 | CO2=1157.6 ppm | PM2.5=13.64 μg/m³
[2025-04-23 16:11:16.705890] ✅ 資料已更新
2025-04-23T08:11:17.459990+00:00 | CO2=1163.6 ppm | PM2.5=13.94 μg/m³
[2025-04-23 16:11:49.779331] ✅ 資料已更新
2025-04-23T08:11:50.627223+00:00 | CO2=1173.6 ppm | PM2.5=14.35 μg/m³
[2025-04-23 16:12:24.433450] ✅ 資料已更新
2025-04-23T08:12:24.483285+00:00 | CO2=1179.6 ppm | PM2.5=14.22 μg/m³
[2025-04-23 16:12:58.021811] ✅ 資料已更新
2025-04-23T08:12:58.051109+00:00 | CO2=1192.6 ppm | PM2.5=14.16 μg/m³
2025-04-23T08:13:31.955680+00:00 | CO2=1186.6 ppm | PM2.5=13.75 μg/m³
[2025-04-23 16:13:32.042737] ✅ 資料已更新
[2025-04-23 16:14:06.095749] ✅ 資料已更新
2025-04-23T08:14:06.115070+00:00 | CO2=1186.6 ppm | PM2.5=13.64 μg/m³
[2025-04-23 16:14:40.493873] ✅ 資料已更新
2025-04-23T08:14:40.674999+00:00 | CO2=1179.6 ppm | PM2.5=13.53 μg/m³
[2025-04-23 16:15:14.053543] ✅ 資料已更新
2025-04-23T08:15:14.066901+00:00 | CO2=1168.6 ppm | PM2.5=14.08 μg/m³
[2025-04-23 16:15:47.672831] ✅ 資料已更新
2025-04-23T08:15:47.906891+00:00 | CO2=1155.6 ppm | PM2.5=14.13 μg/m³
[2025-04-23 16:16:20.333347] ✅ 資料已更新
2025-04-23T08:16:21.219035+00:00 | CO2=1151.6 ppm | PM2.5=14.64 μg/m³
[2025-04-23 16:16:53.525961] ✅ 資料已更新
2025-04-23T08:16:54.226718+00:00 | CO2=1188.6 ppm | PM2.5=14.42 μg/m³
[2025-04-23 16:17:26.473930] ✅ 資料已更新
2025-04-23T08:17:27.202694+00:00 | CO2=1195.6 ppm | PM2.5=14.42 μg/m³
2025-04-23T08:18:00.658422+00:00 | CO2=1178.6 ppm | PM2.5=13.49 μg/m³
[2025-04-23 16:18:00.872807] ✅ 資料已更新
[2025-04-23 16:18:34.148002] ✅ 資料已更新
2025-04-23T08:18:34.131311+00:00 | CO2=1168.6 ppm | PM2.5=14.28 μg/m³
[2025-04-23 16:19:07.102237] ✅ 資料已更新
2025-04-23T08:19:07.138182+00:00 | CO2=1166.6 ppm | PM2.5=14.0 μg/m³
2025-04-23T08:19:40.018594+00:00 | CO2=1178.6 ppm | PM2.5=14.03 μg/m³
[2025-04-23 16:19:40.128386] ✅ 資料已更新
2025-04-23T08:20:12.915739+00:00 | CO2=1188.6 ppm | PM2.5=14.3 μg/m³
[2025-04-23 16:20:13.269510] ✅ 資料已更新
2025-04-23T08:20:46.083272+00:00 | CO2=1175.6 ppm | PM2.5=14.04 μg/m³
[2025-04-23 16:20:46.331579] ✅ 資料已更新
2025-04-23T08:21:18.978738+00:00 | CO2=1170.6 ppm | PM2.5=13.97 μg/m³
[2025-04-23 16:21:19.261482] ✅ 資料已更新
2025-04-23T08:21:52.147102+00:00 | CO2=1162.6 ppm | PM2.5=13.83 μg/m³
[2025-04-23 16:21:52.259349] ✅ 資料已更新
2025-04-23T08:22:24.994246+00:00 | CO2=1158.6 ppm | PM2.5=14.06 μg/m³
[2025-04-23 16:22:25.287801] ✅ 資料已更新
2025-04-23T08:22:58.113709+00:00 | CO2=1163.6 ppm | PM2.5=14.56 μg/m³
[2025-04-23 16:22:58.311113] ✅ 資料已更新
[2025-04-23 16:23:32.779248] ✅ 資料已更新
2025-04-23T08:23:33.794190+00:00 | CO2=1173.6 ppm | PM2.5=14.23 μg/m³
2025-04-23T08:24:22.306192+00:00 | CO2=1170.6 ppm | PM2.5=13.66 μg/m³
[2025-04-23 16:24:23.662372] ✅ 資料已更新
[2025-04-23 16:25:15.740148] ✅ 資料已更新
2025-04-23T08:25:15.729820+00:00 | CO2=1170.6 ppm | PM2.5=13.8 μg/m³
[2025-04-23 16:25:52.007039] ✅ 資料已更新
2025-04-23T08:25:52.193324+00:00 | CO2=1169.6 ppm | PM2.5=14.01 μg/m³
[2025-04-23 16:26:30.849327] ✅ 資料已更新
2025-04-23T08:26:31.681326+00:00 | CO2=1160.6 ppm | PM2.5=14.25 μg/m³
[2025-04-23 16:27:05.494699] ✅ 資料已更新
2025-04-23T08:27:06.161450+00:00 | CO2=1171.6 ppm | PM2.5=14.05 μg/m³
[2025-04-23 16:27:43.647806] ✅ 資料已更新
2025-04-23T08:27:43.665414+00:00 | CO2=1181.6 ppm | PM2.5=13.74 μg/m³
2025-04-23T08:28:15.092909+00:00 | CO2=1179.6 ppm | PM2.5=13.74 μg/m³
[2025-04-23 16:28:23.736141] ✅ 資料已更新
2025-04-23T08:28:51.921173+00:00 | CO2=1180.6 ppm | PM2.5=14.23 μg/m³
[2025-04-23 16:28:58.580121] ✅ 資料已更新
2025-04-23T08:29:27.473289+00:00 | CO2=1190.6 ppm | PM2.5=13.53 μg/m³
[2025-04-23 16:29:33.788250] ✅ 資料已更新
2025-04-23T08:30:01.681348+00:00 | CO2=1189.6 ppm | PM2.5=13.86 μg/m³
[2025-04-23 16:30:08.594090] ✅ 資料已更新
2025-04-23T08:30:40.049140+00:00 | CO2=1190.6 ppm | PM2.5=14.21 μg/m³
[2025-04-23 16:30:46.165342] ✅ 資料已更新
2025-04-23T08:31:14.112518+00:00 | CO2=1179.6 ppm | PM2.5=14.43 μg/m³
[2025-04-23 16:31:22.735187] ✅ 資料已更新
2025-04-23T08:31:48.273612+00:00 | CO2=1172.6 ppm | PM2.5=14.6 μg/m³
[2025-04-23 16:32:11.847867] ✅ 資料已更新
2025-04-23T08:32:21.809425+00:00 | CO2=1170.6 ppm | PM2.5=14.04 μg/m³
2025-04-23T08:33:36.288677+00:00 | CO2=1154.6 ppm | PM2.5=13.29 μg/m³
[2025-04-23 16:33:37.131751] ✅ 資料已更新
[2025-04-23 16:34:21.387563] ✅ 資料已更新
2025-04-23T08:34:21.824830+00:00 | CO2=1154.6 ppm | PM2.5=13.94 μg/m³
2025-04-23T08:35:04.528478+00:00 | CO2=1158.6 ppm | PM2.5=14.26 μg/m³
[2025-04-23 16:35:04.995908] ✅ 資料已更新
2025-04-23T08:35:40.880620+00:00 | CO2=1158.6 ppm | PM2.5=14.53 μg/m³
[2025-04-23 16:35:41.749252] ✅ 資料已更新
[2025-04-23 16:36:22.487402] ✅ 資料已更新
2025-04-23T08:36:22.544537+00:00 | CO2=1172.6 ppm | PM2.5=14.11 μg/m³
2025-04-23T08:37:08.064048+00:00 | CO2=1183.6 ppm | PM2.5=15.29 μg/m³
[2025-04-23 16:37:08.750380] ✅ 資料已更新
2025-04-23T08:37:44.944305+00:00 | CO2=1170.6 ppm | PM2.5=14.4 μg/m³
[2025-04-23 16:37:45.805012] ✅ 資料已更新
2025-04-23T08:38:18.079628+00:00 | CO2=1174.6 ppm | PM2.5=14.1 μg/m³
[2025-04-23 16:38:18.845715] ✅ 資料已更新
[2025-04-23 16:38:55.019330] ✅ 資料已更新
2025-04-23T08:38:54.736189+00:00 | CO2=1170.6 ppm | PM2.5=14.1 μg/m³
2025-04-23T08:39:26.815983+00:00 | CO2=1168.6 ppm | PM2.5=13.15 μg/m³
[2025-04-23 16:39:31.570096] ✅ 資料已更新
2025-04-23T08:39:59.872431+00:00 | CO2=1170.6 ppm | PM2.5=13.96 μg/m³
[2025-04-23 16:40:04.457693] ✅ 資料已更新
2025-04-23T08:40:41.680740+00:00 | CO2=1168.6 ppm | PM2.5=14.05 μg/m³
[2025-04-23 16:40:45.785821] ✅ 資料已更新
[2025-04-23 16:42:38.858232] ✅ 資料已更新
2025-04-23T08:42:38.879483+00:00 | CO2=1146.6 ppm | PM2.5=13.59 μg/m³
[2025-04-23 16:43:21.006859] ✅ 資料已更新
2025-04-23T08:43:22.046996+00:00 | CO2=1154.6 ppm | PM2.5=14.09 μg/m³
[2025-04-23 16:43:54.390548] ✅ 資料已更新
2025-04-23T08:43:55.054830+00:00 | CO2=1154.6 ppm | PM2.5=14.19 μg/m³
2025-04-23T08:44:28.128133+00:00 | CO2=1153.6 ppm | PM2.5=14.29 μg/m³
[2025-04-23 16:44:28.714829] ✅ 資料已更新
2025-04-23T08:45:06.223436+00:00 | CO2=1153.6 ppm | PM2.5=13.64 μg/m³
[2025-04-23 16:45:06.687261] ✅ 資料已更新
2025-04-23T08:45:44.943805+00:00 | CO2=1149.6 ppm | PM2.5=14.1 μg/m³
[2025-04-23 16:45:45.170978] ✅ 資料已更新
[2025-04-23 16:46:22.251759] ✅ 資料已更新
2025-04-23T08:46:22.223159+00:00 | CO2=1175.6 ppm | PM2.5=14.58 μg/m³
2025-04-23T08:46:52.511309+00:00 | CO2=1180.6 ppm | PM2.5=14.68 μg/m³
[2025-04-23 16:46:55.342139] ✅ 資料已更新
2025-04-23T08:47:25.486650+00:00 | CO2=1191.6 ppm | PM2.5=14.2 μg/m³
[2025-04-23 16:47:29.758186] ✅ 資料已更新
2025-04-23T08:47:58.719006+00:00 | CO2=1185.6 ppm | PM2.5=14.09 μg/m³
[2025-04-23 16:48:02.528588] ✅ 資料已更新
2025-04-23T08:48:31.471522+00:00 | CO2=1197.6 ppm | PM2.5=14.78 μg/m³
[2025-04-23 16:48:35.590013] ✅ 資料已更新
2025-04-23T08:49:05.358637+00:00 | CO2=1249.6 ppm | PM2.5=14.53 μg/m³
[2025-04-23 16:49:08.370189] ✅ 資料已更新
2025-04-23T08:49:38.174064+00:00 | CO2=1279.6 ppm | PM2.5=13.96 μg/m³
[2025-04-23 16:49:41.224346] ✅ 資料已更新
2025-04-23T08:50:10.990226+00:00 | CO2=1247.6 ppm | PM2.5=14.14 μg/m³
[2025-04-23 16:50:14.005207] ✅ 資料已更新
2025-04-23T08:50:44.061926+00:00 | CO2=1229.6 ppm | PM2.5=14.21 μg/m³
[2025-04-23 16:50:47.231116] ✅ 資料已更新
2025-04-23T08:51:17.710545+00:00 | CO2=1221.6 ppm | PM2.5=14.37 μg/m³
[2025-04-23 16:51:20.433070] ✅ 資料已更新
2025-04-23T08:51:50.623193+00:00 | CO2=1215.6 ppm | PM2.5=14.86 μg/m³
[2025-04-23 16:51:53.341015] ✅ 資料已更新
2025-04-23T08:52:23.534085+00:00 | CO2=1198.6 ppm | PM2.5=14.19 μg/m³
[2025-04-23 16:52:26.381924] ✅ 資料已更新
2025-04-23T08:52:57.773686+00:00 | CO2=1187.6 ppm | PM2.5=14.56 μg/m³
[2025-04-23 16:52:59.479417] ✅ 資料已更新
2025-04-23T08:53:30.973971+00:00 | CO2=1167.6 ppm | PM2.5=13.95 μg/m³
[2025-04-23 16:53:31.645211] ✅ 資料已更新
2025-04-23T08:54:04.141352+00:00 | CO2=1170.6 ppm | PM2.5=14.28 μg/m³
[2025-04-23 16:54:04.596846] ✅ 資料已更新
2025-04-23T08:54:37.070154+00:00 | CO2=1186.6 ppm | PM2.5=13.95 μg/m³
[2025-04-23 16:54:37.484285] ✅ 資料已更新
2025-04-23T08:55:09.965904+00:00 | CO2=1203.6 ppm | PM2.5=13.94 μg/m³
[2025-04-23 16:55:10.359687] ✅ 資料已更新
2025-04-23T08:55:43.022103+00:00 | CO2=1195.6 ppm | PM2.5=14.11 μg/m³
[2025-04-23 16:55:43.223043] ✅ 資料已更新
2025-04-23T08:56:16.030087+00:00 | CO2=1193.6 ppm | PM2.5=14.32 μg/m³
[2025-04-23 16:56:16.174294] ✅ 資料已更新
[2025-04-23 16:56:49.406404] ✅ 資料已更新
2025-04-23T08:56:49.404947+00:00 | CO2=1205.6 ppm | PM2.5=13.96 μg/m³
[2025-04-23 16:57:22.908900] ✅ 資料已更新
2025-04-23T08:57:22.924845+00:00 | CO2=1229.6 ppm | PM2.5=14.72 μg/m³
[2025-04-23 16:57:55.457192] ✅ 資料已更新
2025-04-23T08:57:56.252955+00:00 | CO2=1213.6 ppm | PM2.5=14.4 μg/m³
[2025-04-23 16:58:28.489980] ✅ 資料已更新
2025-04-23T08:58:29.148840+00:00 | CO2=1207.6 ppm | PM2.5=14.67 μg/m³
[2025-04-23 16:59:02.103291] ✅ 資料已更新
